"INV463971","WH820221","Supreme Supply Hub","Regional Distribution Center","1","Noida","Uttar Pradesh","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","57","6","109","51","20260226","2026-02-26","20260623","2026-06-23","Low Stock"
"INV477811","WH824586","Rapid Logistics Park","Fulfillment Center","11","Ghaziabad","Uttar Pradesh","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","371","39","145","332","20260313","2026-03-13","20260521","2026-05-21","Slow Moving"
"INV485492","WH373903","Central Logistics Park","Regional Distribution Center","8","Mumbai","Maharashtra","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","297","10","136","287","20260207","2026-02-07","20260307","2026-03-07","Overstocked"
"INV513055","WH555884","Apex Zone Center","Fulfillment Center","8","Mumbai","Maharashtra","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","229","44","112","185","20260304","2026-03-04","20260520","2026-05-20","Slow Moving"
"INV513697","WH112038","Horizon Supply Hub","Fulfillment Center","2","Ahmedabad","Gujarat","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","191","45","117","146","20260706","2026-07-06","20260719","2026-07-19","Normal"
"INV521063","WH191161","Prime Logistics Park","National Distribution Center","3","Chennai","Tamil Nadu","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","227","56","248","171","20251121","2025-11-21","20260721","2026-07-21","Low Stock"
"INV563176","WH686075","Titan Logistics Center","Fulfillment Center","3","Chennai","Tamil Nadu","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","372","20","100","352","20260630","2026-06-30","20260719","2026-07-19","Slow Moving"
"INV583569","WH412942","Global Operations Hub","Regional Distribution Center","7","Pune","Maharashtra","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","351","19","175","332","20260621","2026-06-21","20260706","2026-07-06","Normal"
"INV598189","WH322086","Titan Supply Center","Fulfillment Center","10","Lucknow","Uttar Pradesh","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","1270","95","184","1175","20260322","2026-03-22","20260523","2026-05-23","Overstocked"
"INV617595","WH922157","North Inventory Center","Fulfillment Center","1","Noida","Uttar Pradesh","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","133","6","158","127","20260419","2026-04-19","20260426","2026-04-26","Low Stock"
"INV633506","WH262316","Summit Logistics Park","Fulfillment Center","8","Mumbai","Maharashtra","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","48","12","109","36","20260605","2026-06-05","20260716","2026-07-16","Low Stock"
"INV643228","WH532322","Supreme Storage Hub","Fulfillment Center","9","New Delhi","Delhi","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","251","70","125","181","20251018","2025-10-18","20260209","2026-02-09","Normal"
"INV663965","WH770487","Supreme Zone Center","Regional Distribution Center","9","New Delhi","Delhi","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","190","22","123","168","20260720","2026-07-20","20260730","2026-07-30","Normal"
"INV719176","WH100425","Summit Inventory Center","Fulfillment Center","8","Mumbai","Maharashtra","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","39","3","88","36","20260731","2026-07-31","20260804","2026-08-04","Low Stock"
"INV750488","WH460663","Prime Logistics Center","Regional Distribution Center","2","Ahmedabad","Gujarat","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","443","81","180","362","20260803","2026-08-03","20260804","2026-08-04","Slow Moving"
"INV820047","WH526833","Horizon Supply Hub","Regional Distribution Center","8","Mumbai","Maharashtra","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","318","10","224","308","20251231","2025-12-31","20260107","2026-01-07","Slow Moving"
"INV832041","WH567574","Supreme Logistics Center","Regional Distribution Center","11","Ghaziabad","Uttar Pradesh","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","228","17","236","211","20260517","2026-05-17","20260803","2026-08-03","Normal"
"INV835354","WH237174","Central Warehouse","Fulfillment Center","2","Ahmedabad","Gujarat","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","640","2","241","638","20260114","2026-01-14","20260603","2026-06-03","Normal"
"INV856055","WH526117","Supreme Warehouse","Fulfillment Center","12","Nagpur","Maharashtra","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","91","22","229","69","20260615","2026-06-15","20260621","2026-06-21","Low Stock"
"INV932110","WH997546","Prime Supply Hub","Fulfillment Center","3","Chennai","Tamil Nadu","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","480","89","131","391","20260802","2026-08-02","20260805","2026-08-05","Slow Moving"
"INV951042","WH356150","Vertex Logistics Center","Fulfillment Center","4","Bengaluru","Karnataka","PROD118632","Nescafe Roasted Coffee 200g Pouch","Nescafe","4","Beverages","Coffee","283","39","106","244","20260701","2026-07-01","20260720","2026-07-20","Slow Moving"
"INV106326","WH824586","Rapid Logistics Park","Fulfillment Center","11","Ghaziabad","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","458","57","215","401","20260531","2026-05-31","20260719","2026-07-19","Normal"
"INV129942","WH237174","Central Warehouse","Fulfillment Center","2","Ahmedabad","Gujarat","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","139","38","211","101","20260708","2026-07-08","20260713","2026-07-13","Low Stock"
"INV143010","WH997546","Prime Supply Hub","Fulfillment Center","3","Chennai","Tamil Nadu","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","46","6","132","40","20260430","2026-04-30","20260603","2026-06-03","Low Stock"
"INV153168","WH910891","Golden Distribution Park","Regional Distribution Center","8","Mumbai","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","845","174","202","671","20260716","2026-07-16","20260801","2026-08-01","Slow Moving"
"INV172712","WH658582","Pioneer Supply Hub","Regional Distribution Center","1","Noida","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","228","42","159","186","20260420","2026-04-20","20260529","2026-05-29","Normal"
"INV176838","WH460663","Prime Logistics Center","Regional Distribution Center","2","Ahmedabad","Gujarat","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","431","17","220","414","20260211","2026-02-11","20260305","2026-03-05","Slow Moving"
"INV189253","WH930555","Silver Distribution Hub","Regional Distribution Center","2","Ahmedabad","Gujarat","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","143","34","143","109","20260705","2026-07-05","20260801","2026-08-01","Low Stock"
"INV272275","WH274389","Metro Supply Center","Fulfillment Center","4","Bengaluru","Karnataka","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","308","2","104","306","20260301","2026-03-01","20260520","2026-05-20","Overstocked"
"INV281277","WH539589","Blue Distribution Park","Regional Distribution Center","2","Ahmedabad","Gujarat","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","76","21","170","55","20260715","2026-07-15","20260715","2026-07-15","Low Stock"
"INV281991","WH324082","Supreme Warehouse","Fulfillment Center","3","Chennai","Tamil Nadu","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","273","10","244","263","20260615","2026-06-15","20260630","2026-06-30","Normal"
"INV300660","WH555884","Apex Zone Center","Fulfillment Center","8","Mumbai","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","490","24","210","466","20260704","2026-07-04","20260802","2026-08-02","Normal"
"INV301996","WH262316","Summit Logistics Park","Fulfillment Center","8","Mumbai","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","513","47","130","466","20260720","2026-07-20","20260726","2026-07-26","Slow Moving"
"INV328487","WH808011","West Distribution Hub","Fulfillment Center","7","Pune","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","539","39","188","500","20260717","2026-07-17","20260726","2026-07-26","Normal"
"INV344956","WH922157","North Inventory Center","Fulfillment Center","1","Noida","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","725","175","227","550","20260704","2026-07-04","20260720","2026-07-20","Slow Moving"
"INV387284","WH656116","Silver Storage Hub","Regional Distribution Center","11","Ghaziabad","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","53","12","110","41","20260725","2026-07-25","20260727","2026-07-27","Low Stock"
"INV391675","WH567574","Supreme Logistics Center","Regional Distribution Center","11","Ghaziabad","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","151","17","190","134","20251224","2025-12-24","20260113","2026-01-13","Normal"
"INV416069","WH329974","Pioneer Distribution Park","Regional Distribution Center","13","Coimbatore","Tamil Nadu","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","452","3","188","449","20260322","2026-03-22","20260611","2026-06-11","Slow Moving"
"INV451199","WH205907","Nova Supply Hub","Fulfillment Center","4","Bengaluru","Karnataka","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","187","47","218","140","20251208","2025-12-08","20260604","2026-06-04","Low Stock"
"INV452999","WH582662","Elite Supply Center","National Distribution Center","4","Bengaluru","Karnataka","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","272","57","127","215","20251213","2025-12-13","20260724","2026-07-24","Overstocked"
"INV469213","WH801474","Rapid Warehouse","Fulfillment Center","3","Chennai","Tamil Nadu","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","108","9","218","99","20251210","2025-12-10","20260719","2026-07-19","Normal"
"INV508456","WH379766","National Distribution Hub","Regional Distribution Center","8","Mumbai","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","489","118","191","371","20260406","2026-04-06","20260721","2026-07-21","Normal"
"INV518495","WH642717","Elite Supply Center","National Distribution Center","4","Bengaluru","Karnataka","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","60","16","83","44","20251224","2025-12-24","20260216","2026-02-16","Low Stock"
"INV521385","WH770487","Supreme Zone Center","Regional Distribution Center","9","New Delhi","Delhi","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","165","29","142","136","20260611","2026-06-11","20260717","2026-07-17","Normal"
"INV526807","WH532322","Supreme Storage Hub","Fulfillment Center","9","New Delhi","Delhi","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","260","31","199","229","20260502","2026-05-02","20260724","2026-07-24","Normal"
"INV535489","WH429164","Horizon Zone Center","Regional Distribution Center","2","Ahmedabad","Gujarat","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","595","13","80","582","20260705","2026-07-05","20260802","2026-08-02","Overstocked"
"INV550949","WH519066","Golden Logistics Park","Fulfillment Center","8","Mumbai","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","189","33","244","156","20260620","2026-06-20","20260726","2026-07-26","Low Stock"
"INV551970","WH816751","Silver Supply Hub","Regional Distribution Center","2","Ahmedabad","Gujarat","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","249","30","122","219","20260206","2026-02-06","20260616","2026-06-16","Overstocked"
"INV582701","WH958179","Elite Supply Hub","Regional Distribution Center","14","Kanpur","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","358","102","152","256","20260508","2026-05-08","20260614","2026-06-14","Slow Moving"
"INV595298","WH380746","Blue Storage Hub","Regional Distribution Center","9","New Delhi","Delhi","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","245","16","101","229","20251118","2025-11-18","20260428","2026-04-28","Normal"
"INV612593","WH832052","Central Warehouse","Regional Distribution Center","4","Bengaluru","Karnataka","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","501","5","212","496","20260424","2026-04-24","20260704","2026-07-04","Normal"
"INV616620","WH690341","Velocity Distribution Park","Regional Distribution Center","13","Coimbatore","Tamil Nadu","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","43","4","91","39","20260129","2026-01-29","20260313","2026-03-13","Low Stock"
"INV637947","WH820221","Supreme Supply Hub","Regional Distribution Center","1","Noida","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","217","43","152","174","20251226","2025-12-26","20260311","2026-03-11","Overstocked"
"INV649236","WH373903","Central Logistics Park","Regional Distribution Center","8","Mumbai","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","62","0","90","62","20260709","2026-07-09","20260713","2026-07-13","Low Stock"
"INV657527","WH412942","Global Operations Hub","Regional Distribution Center","7","Pune","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","232","66","89","166","20260629","2026-06-29","20260805","2026-08-05","Slow Moving"
"INV667323","WH322086","Titan Supply Center","Fulfillment Center","10","Lucknow","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","465","37","182","428","20260318","2026-03-18","20260708","2026-07-08","Normal"
"INV696432","WH785197","Horizon Logistics Park","Regional Distribution Center","6","Mangalore","Karnataka","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","351","27","123","324","20260602","2026-06-02","20260621","2026-06-21","Overstocked"
"INV704118","WH212235","Pioneer Zone Center","Regional Distribution Center","1","Noida","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","170","22","103","148","20260521","2026-05-21","20260711","2026-07-11","Normal"
"INV706173","WH686075","Titan Logistics Center","Fulfillment Center","3","Chennai","Tamil Nadu","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","114","8","223","106","20260723","2026-07-23","20260731","2026-07-31","Low Stock"
"INV759176","WH100425","Summit Inventory Center","Fulfillment Center","8","Mumbai","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","85","1","227","84","20260529","2026-05-29","20260720","2026-07-20","Low Stock"
"INV765054","WH740967","Velocity Logistics Center","Regional Distribution Center","7","Pune","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","105","0","205","105","20260516","2026-05-16","20260615","2026-06-15","Normal"
"INV767929","WH422451","Elite Operations Hub","Fulfillment Center","8","Mumbai","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","116","8","109","108","20260330","2026-03-30","20260502","2026-05-02","Normal"
"INV782139","WH112038","Horizon Supply Hub","Fulfillment Center","2","Ahmedabad","Gujarat","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","184","49","153","135","20260625","2026-06-25","20260727","2026-07-27","Normal"
"INV802153","WH526117","Supreme Warehouse","Fulfillment Center","12","Nagpur","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","307","82","192","225","20260215","2026-02-15","20260310","2026-03-10","Overstocked"
"INV811877","WH654634","Rapid Zone Center","Fulfillment Center","9","New Delhi","Delhi","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","223","36","96","187","20260522","2026-05-22","20260721","2026-07-21","Normal"
"INV834296","WH376807","Central Logistics Park","National Distribution Center","3","Chennai","Tamil Nadu","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","641","110","85","531","20260120","2026-01-20","20260414","2026-04-14","Overstocked"
"INV867476","WH356150","Vertex Logistics Center","Fulfillment Center","4","Bengaluru","Karnataka","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","80","22","134","58","20260718","2026-07-18","20260725","2026-07-25","Low Stock"
"INV878439","WH771088","Elite Supply Hub","Regional Distribution Center","2","Ahmedabad","Gujarat","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","156","17","183","139","20251018","2025-10-18","20260406","2026-04-06","Low Stock"
"INV924365","WH482364","Prime Storage Hub","Regional Distribution Center","11","Ghaziabad","Uttar Pradesh","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","200","57","157","143","20251231","2025-12-31","20260217","2026-02-17","Normal"
"INV960270","WH233470","Urban Inventory Center","Fulfillment Center","8","Mumbai","Maharashtra","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","468","57","81","411","20260424","2026-04-24","20260530","2026-05-30","Overstocked"
"INV987128","WH479201","National Distribution Hub","National Distribution Center","3","Chennai","Tamil Nadu","PROD133958","Nescafe Filter Coffee 100g Jar","Nescafe","4","Beverages","Coffee","203","3","140","200","20260630","2026-06-30","20260727","2026-07-27","Slow Moving"
"INV106128","WH801474","Rapid Warehouse","Fulfillment Center","3","Chennai","Tamil Nadu","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","414","76","142","338","20260529","2026-05-29","20260710","2026-07-10","Normal"
"INV116284","WH233470","Urban Inventory Center","Fulfillment Center","8","Mumbai","Maharashtra","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","448","81","119","367","20260302","2026-03-02","20260318","2026-03-18","Slow Moving"
"INV117202","WH771088","Elite Supply Hub","Regional Distribution Center","2","Ahmedabad","Gujarat","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","231","58","190","173","20251010","2025-10-10","20260119","2026-01-19","Slow Moving"
"INV122755","WH191161","Prime Logistics Park","National Distribution Center","3","Chennai","Tamil Nadu","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","256","73","221","183","20260716","2026-07-16","20260731","2026-07-31","Normal"
"INV130200","WH910891","Golden Distribution Park","Regional Distribution Center","8","Mumbai","Maharashtra","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","395","24","170","371","20260324","2026-03-24","20260805","2026-08-05","Normal"
"INV146560","WH555884","Apex Zone Center","Fulfillment Center","8","Mumbai","Maharashtra","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","409","63","167","346","20260422","2026-04-22","20260724","2026-07-24","Normal"
"INV153328","WH781453","Unity Supply Center","Regional Distribution Center","1","Noida","Uttar Pradesh","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","96","12","222","84","20260404","2026-04-04","20260503","2026-05-03","Low Stock"
"INV166447","WH205907","Nova Supply Hub","Fulfillment Center","4","Bengaluru","Karnataka","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","425","31","168","394","20260415","2026-04-15","20260416","2026-04-16","Normal"
"INV200222","WH922157","North Inventory Center","Fulfillment Center","1","Noida","Uttar Pradesh","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","460","39","218","421","20260802","2026-08-02","20260805","2026-08-05","Normal"
"INV238834","WH324082","Supreme Warehouse","Fulfillment Center","3","Chennai","Tamil Nadu","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","495","112","93","383","20260605","2026-06-05","20260616","2026-06-16","Overstocked"
"INV239070","WH274389","Metro Supply Center","Fulfillment Center","4","Bengaluru","Karnataka","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","174","14","197","160","20260706","2026-07-06","20260802","2026-08-02","Low Stock"
"INV266144","WH526117","Supreme Warehouse","Fulfillment Center","12","Nagpur","Maharashtra","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","193","34","231","159","20260506","2026-05-06","20260531","2026-05-31","Low Stock"
"INV270503","WH690341","Velocity Distribution Park","Regional Distribution Center","13","Coimbatore","Tamil Nadu","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","443","3","160","440","20250821","2025-08-21","20260224","2026-02-24","Overstocked"
"INV273373","WH237174","Central Warehouse","Fulfillment Center","2","Ahmedabad","Gujarat","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","211","22","80","189","20251001","2025-10-01","20260222","2026-02-22","Slow Moving"
"INV283070","WH479201","National Distribution Hub","National Distribution Center","3","Chennai","Tamil Nadu","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","262","70","159","192","20251006","2025-10-06","20251019","2025-10-19","Overstocked"
"INV287742","WH658582","Pioneer Supply Hub","Regional Distribution Center","1","Noida","Uttar Pradesh","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","112","31","214","81","20260304","2026-03-04","20260725","2026-07-25","Overstocked"
"INV331474","WH654634","Rapid Zone Center","Fulfillment Center","9","New Delhi","Delhi","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","1206","17","170","1189","20260528","2026-05-28","20260628","2026-06-28","Overstocked"
"INV346092","WH662336","Unity Warehouse","Regional Distribution Center","4","Bengaluru","Karnataka","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","124","7","180","117","20260212","2026-02-12","20260309","2026-03-09","Low Stock"
"INV347182","WH656116","Silver Storage Hub","Regional Distribution Center","11","Ghaziabad","Uttar Pradesh","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","344","17","159","327","20260429","2026-04-29","20260607","2026-06-07","Slow Moving"
"INV356213","WH422451","Elite Operations Hub","Fulfillment Center","8","Mumbai","Maharashtra","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","201","20","131","181","20260612","2026-06-12","20260701","2026-07-01","Normal"
"INV435977","WH532322","Supreme Storage Hub","Fulfillment Center","9","New Delhi","Delhi","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","273","63","216","210","20260705","2026-07-05","20260727","2026-07-27","Slow Moving"
"INV449705","WH686075","Titan Logistics Center","Fulfillment Center","3","Chennai","Tamil Nadu","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","34","0","95","34","20260613","2026-06-13","20260617","2026-06-17","Low Stock"
"INV462205","WH373903","Central Logistics Park","Regional Distribution Center","8","Mumbai","Maharashtra","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","237","50","143","187","20260207","2026-02-07","20260724","2026-07-24","Normal"
"INV510109","WH429164","Horizon Zone Center","Regional Distribution Center","2","Ahmedabad","Gujarat","PROD145767","Bru Vanilla Coffee 100g Jar","Bru","4","Beverages","Coffee","282","70","147","212","20251227","2025-12-27","20260419","2026-04-19","Slow Moving"
