SalesSysID,SalesID,SalesDate,StoreID,ProductID,QuantitySold,UnitSellingPrice,DiscountPercentage,ReturnedQuantity,SaleType
SYSSALE0000183,SALE573866,2026-04-05,STR770487,PROD132316,2,122550.01,5,0,Regular
SYSSALE0000184,SALE585188,2026-09-26,STR770487,PROD553014,20,449.78,0,0,Regular
SYSSALE0000185,SALE258189,2026-12-15,STR770487,PROD865470,4,248.79,0,0,Regular
SYSSALE0000186,SALE777513,2026-03-05,STR770487,PROD934638,8,298.01,15,0,Promotion
SYSSALE0000187,SALE490963,2026-11-13,STR770487,PROD984247,30,230.5,40,0,Clearance
SYSSALE0000188,SALE778748,2026-03-26,STR770487,PROD521233,28,2239.28,20,0,Promotion
SYSSALE0000189,SALE788457,2026-12-20,STR770487,PROD448321,8,64.7,5,0,Regular
SYSSALE0000190,SALE787923,2026-10-13,STR770487,PROD865470,11,246.74,0,0,Regular
SYSSALE0000191,SALE930117,2026-02-02,STR770487,PROD740725,10,2801.99,0,0,Regular
SYSSALE0000192,SALE423869,2026-02-24,STR770487,PROD169403,35,310.66,5,0,Regular
SYSSALE0000193,SALE262471,2026-08-05,STR770487,PROD780432,2,39022.41,30,0,Clearance
SYSSALE0000194,SALE748052,2026-04-07,STR770487,PROD735656,1,156484.37,0,0,Regular
SYSSALE0000195,SALE481995,2026-10-08,STR770487,PROD904858,1,15775.12,0,0,Regular
SYSSALE0000196,SALE947903,2026-10-29,STR770487,PROD612530,30,857.02,5,0,Regular
SYSSALE0000197,SALE500422,2026-04-18,STR770487,PROD179046,1,39311.78,5,0,Regular
SYSSALE0000198,SALE772324,2026-04-06,STR770487,PROD540208,7,444.31,20,0,Promotion
SYSSALE0000199,SALE398910,2026-02-11,STR770487,PROD189856,19,1159.78,40,0,Clearance
SYSSALE0000200,SALE332823,2026-10-29,STR770487,PROD634277,19,138.44,0,0,Regular
SYSSALE0000201,SALE347231,2026-01-21,STR770487,PROD742686,13,140.32,30,0,Clearance
SYSSALE0000202,SALE781533,2026-02-07,STR770487,PROD574843,13,711.2,5,0,Regular
SYSSALE0000203,SALE839808,2026-06-07,STR770487,PROD740725,10,2768.62,5,0,Regular
SYSSALE0000204,SALE675462,2026-11-20,STR770487,PROD482584,2,954.73,25,0,Clearance
SYSSALE0000205,SALE350021,2026-07-23,STR770487,PROD926394,3,178118.84,5,0,Regular
SYSSALE0000206,SALE640410,2026-09-23,STR770487,PROD141468,16,656.15,5,0,Regular
SYSSALE0000207,SALE536802,2026-06-21,STR770487,PROD584838,1,110798.74,0,0,Regular
SYSSALE0000208,SALE631971,2026-10-17,STR770487,PROD207570,1,157539.15,5,0,Regular
SYSSALE0000209,SALE365971,2026-10-12,STR770487,PROD874814,19,1078.89,5,7,Regular
SYSSALE0000210,SALE448671,2026-04-01,STR770487,PROD333746,6,1228.15,0,0,Regular
SYSSALE0000211,SALE829168,2026-02-16,STR770487,PROD315173,23,1391.37,10,0,Promotion
SYSSALE0000212,SALE309159,2026-11-11,STR770487,PROD410401,6,1013.38,5,1,Regular
SYSSALE0000213,SALE300386,2026-08-09,STR770487,PROD680493,21,1313.97,5,0,Regular
SYSSALE0000214,SALE558176,2026-11-24,STR770487,PROD806537,3,531.49,15,0,Promotion
SYSSALE0000215,SALE825686,2026-08-25,STR770487,PROD178465,16,128.1,15,0,Promotion
SYSSALE0000216,SALE731718,2026-12-06,STR770487,PROD416797,3,150739.98,0,0,Regular
SYSSALE0000217,SALE567576,2026-09-14,STR770487,PROD546768,20,172.02,0,0,Regular
SYSSALE0000218,SALE469685,2026-09-14,STR770487,PROD908475,1,24053.93,5,0,Regular
SYSSALE0000219,SALE480959,2026-07-11,STR770487,PROD388086,2,67787.93,0,0,Regular
SYSSALE0000220,SALE919264,2026-02-02,STR770487,PROD986982,3,64857.09,0,0,Regular
SYSSALE0000221,SALE133958,2026-09-22,STR770487,PROD786224,4,1663.93,5,0,Regular
SYSSALE0000222,SALE244383,2026-04-12,STR770487,PROD420297,30,374.77,30,0,Clearance
SYSSALE0000223,SALE295085,2026-04-10,STR770487,PROD355021,22,3040.73,0,0,Regular
SYSSALE0000224,SALE741599,2026-08-23,STR770487,PROD778700,3,128734.61,5,0,Regular
SYSSALE0000225,SALE848022,2026-01-23,STR770487,PROD253300,33,247.76,0,0,Regular
SYSSALE0000226,SALE676713,2026-08-17,STR770487,PROD364955,3,80540.05,30,0,Clearance
SYSSALE0000227,SALE282547,2026-10-17,STR770487,PROD393992,21,146.17,20,0,Promotion
SYSSALE0000228,SALE618019,2026-05-22,STR770487,PROD317782,16,296.65,0,0,Regular
SYSSALE0000229,SALE424314,2026-07-03,STR770487,PROD671858,25,1008.89,0,0,Regular
SYSSALE0000230,SALE177333,2026-03-23,STR770487,PROD409355,3,65680.23,5,0,Regular
SYSSALE0000231,SALE678083,2026-09-06,STR770487,PROD678727,4,362.52,5,0,Regular
SYSSALE0000232,SALE418897,2026-03-24,STR770487,PROD468900,10,395.7,0,0,Regular
SYSSALE0000233,SALE765905,2026-12-09,STR770487,PROD475479,3,64604.77,5,0,Regular
SYSSALE0000234,SALE708851,2026-06-18,STR770487,PROD564635,6,202.62,0,0,Regular
SYSSALE0000235,SALE772612,2026-10-09,STR770487,PROD648102,23,572.93,20,1,Promotion
SYSSALE0000236,SALE757629,2026-06-14,STR770487,PROD922458,15,246.27,15,0,Promotion
SYSSALE0000237,SALE162823,2026-04-17,STR770487,PROD551860,11,618.61,5,0,Regular
SYSSALE0000238,SALE853258,2026-08-09,STR770487,PROD763984,2,149373.75,5,0,Regular
SYSSALE0000239,SALE211341,2026-04-30,STR770487,PROD787436,2,135657.93,25,0,Clearance
SYSSALE0000240,SALE502810,2026-11-14,STR770487,PROD132146,5,194.61,0,0,Regular
SYSSALE0000241,SALE856157,2026-07-15,STR770487,PROD907236,17,1351.27,25,0,Clearance
SYSSALE0000242,SALE124302,2026-04-11,STR770487,PROD800646,7,802.57,5,0,Regular
SYSSALE0000243,SALE152995,2026-06-02,STR770487,PROD638857,18,544.84,0,0,Regular
SYSSALE0000244,SALE377319,2026-10-25,STR770487,PROD546688,17,425.19,0,0,Regular
SYSSALE0000245,SALE480133,2026-09-03,STR770487,PROD752011,27,546.73,5,0,Regular
SYSSALE0000246,SALE740725,2026-01-25,STR770487,PROD794395,14,364.94,5,0,Regular
SYSSALE0000247,SALE251275,2026-05-11,STR770487,PROD887842,27,243.32,5,0,Regular
SYSSALE0000248,SALE596756,2026-02-08,STR770487,PROD403742,27,1794.44,0,12,Regular
SYSSALE0000249,SALE270395,2026-06-07,STR770487,PROD453961,3,152165.2,10,0,Promotion
SYSSALE0000250,SALE658198,2026-05-25,STR770487,PROD397846,3,55126.38,20,0,Promotion
SYSSALE0000251,SALE536774,2026-09-26,STR770487,PROD791201,11,1162.14,0,0,Regular
SYSSALE0000252,SALE787436,2026-10-25,STR770487,PROD999398,3,111826.35,20,1,Promotion
SYSSALE0000253,SALE856215,2026-09-27,STR770487,PROD482584,16,940.21,20,0,Promotion
SYSSALE0000254,SALE562462,2026-02-08,STR770487,PROD697347,2,59962.89,0,1,Regular
SYSSALE0000255,SALE594514,2026-11-24,STR770487,PROD729371,15,558.64,5,0,Regular
SYSSALE0000256,SALE794395,2026-04-07,STR770487,PROD544730,5,688.41,20,0,Promotion
SYSSALE0000257,SALE471496,2026-10-28,STR770487,PROD355021,22,3089.75,30,0,Clearance
SYSSALE0000258,SALE358494,2026-03-18,STR770487,PROD666432,3,86465.0,5,0,Regular
SYSSALE0000259,SALE823769,2026-10-11,STR770487,PROD265649,9,623.17,30,0,Clearance
SYSSALE0000260,SALE669576,2026-04-12,STR770487,PROD982885,32,140.03,5,0,Regular
SYSSALE0000261,SALE848831,2026-08-25,STR770487,PROD476018,2,30793.24,25,0,Clearance
SYSSALE0000262,SALE384303,2026-11-23,STR770487,PROD648410,30,338.4,5,0,Regular
SYSSALE0000263,SALE656837,2026-03-01,STR770487,PROD693418,2,85668.1,0,0,Regular
SYSSALE0000264,SALE908206,2026-05-21,STR770487,PROD343807,3,180.56,5,0,Regular
SYSSALE0000265,SALE401198,2026-06-15,STR770487,PROD993744,1,86250.85,5,0,Regular
SYSSALE0000266,SALE874568,2026-10-30,STR770487,PROD851763,1,30796.59,25,0,Clearance
SYSSALE0000267,SALE138105,2026-12-13,STR770487,PROD140932,4,223.27,25,0,Clearance
SYSSALE0000268,SALE695551,2026-09-30,STR770487,PROD277487,17,228.52,5,0,Regular
SYSSALE0000269,SALE628705,2026-02-19,STR770487,PROD132146,12,195.44,5,0,Regular
SYSSALE0000270,SALE114768,2026-10-26,STR770487,PROD480133,1,73830.3,5,0,Regular
SYSSALE0000271,SALE525187,2026-10-17,STR770487,PROD745972,11,92.18,0,0,Regular
SYSSALE0000272,SALE439320,2026-11-01,STR770487,PROD385037,12,310.1,0,0,Regular
SYSSALE0000273,SALE416613,2026-09-19,STR770487,PROD400814,2,158101.19,5,0,Regular
SYSSALE0000274,SALE223967,2026-02-10,STR770487,PROD731977,2,1077.18,5,0,Regular
SYSSALE0000275,SALE409369,2026-02-26,STR770487,PROD776364,27,794.88,5,0,Regular
SYSSALE0000276,SALE735163,2026-06-29,STR770487,PROD599127,16,581.98,30,0,Clearance
SYSSALE0000277,SALE898867,2026-07-13,STR770487,PROD904858,3,16403.05,40,0,Clearance
SYSSALE0000278,SALE164758,2026-10-29,STR770487,PROD315173,7,1383.1,5,0,Regular
SYSSALE0000279,SALE563303,2026-02-22,STR770487,PROD448321,34,65.12,0,0,Regular
SYSSALE0000280,SALE638179,2026-05-25,STR770487,PROD681343,20,249.82,5,0,Regular
SYSSALE0000281,SALE956113,2026-02-25,STR770487,PROD555292,1,102410.94,5,0,Regular
SYSSALE0000282,SALE163182,2026-11-03,STR770487,PROD434640,3,115221.08,5,0,Regular
SYSSALE0000283,SALE772687,2026-12-21,STR770487,PROD391865,32,49.33,5,0,Regular
SYSSALE0000284,SALE495833,2026-06-24,STR770487,PROD571832,28,3356.04,5,0,Regular
