"SHP0008137","PO676835","SUP965845","Babu Parikh Industries","Tier 2","WH555884","Apex Zone Center","8","Mumbai","Maharashtra","12","Blue Dart","Rail","20260125","2026-01-25","20260131","2026-01-31","20260131","2026-01-31","TRK413914076","1190","6","0","Delivered","22059.93","1","18.537756",\N,\N,\N,\N,\N,\N
"SHP0009752","PO148745","SUP944962","Chaudhuri Rai Distributors","Tier 2","WH686075","Titan Logistics Center","3","Chennai","Tamil Nadu","12","Blue Dart","Rail","20260728","2026-07-28","20260810","2026-08-10","20260810","2026-08-10","TRK489490967","739","6","0","In Transit","13379.13","1","18.104371",\N,\N,\N,\N,\N,\N
"SHP0010025","PO760714","SUP321275","Seshadri Mammen Enterprises","Tier 2","WH910891","Golden Distribution Park","8","Mumbai","Maharashtra","12","Blue Dart","Rail","20250909","2025-09-09","20250915","2025-09-15","20250919","2025-09-19","TRK534570311","530","4","4","Delayed","9925.29","0","18.726962","30.0000","86.000000","80","37.0000","Storm","Severe"
"SHP0010757","PO334681","SUP384076","Iyengar Das Enterprises","Tier 2","WH824586","Rapid Logistics Park","11","Ghaziabad","Uttar Pradesh","12","Blue Dart","Rail","20251028","2025-10-28","20251112","2025-11-12","20251112","2025-11-12","TRK959327394","1171","4","0","Delivered","21642.52","1","18.482084","33.0000","41.000000","2","20.0000","Cloudy","Normal"
"SHP0000007","PO452944","SUP459536","Mani Mandal Distributors","Tier 2","WH930555","Silver Distribution Hub","2","Ahmedabad","Gujarat","2","Blue Dart","Road","20251031","2025-10-31","20251113","2025-11-13","20251113","2025-11-13","TRK810026086","1587","7","0","Delivered","36722.37","1","23.139490","31.0000","49.000000","10","10.0000","Cloudy","Normal"
"SHP0000084","PO378361","SUP333238","Narula Chaudhry Distributors","Tier 3","WH262316","Summit Logistics Park","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260602","2026-06-02","20260620","2026-06-20","20260620","2026-06-20","TRK190137896","715","6","0","Delivered","18027.83","1","25.213748",\N,\N,\N,\N,\N,\N
"SHP0000183","PO678043","SUP972335","Dutt Patla Wholesale","Tier 3","WH690341","Velocity Distribution Park","13","Coimbatore","Tamil Nadu","2","Blue Dart","Road","20260102","2026-01-02","20260208","2026-02-08","20260208","2026-02-08","TRK802992685","1190","4","0","Delivered","30052.95","1","25.254580",\N,\N,\N,\N,\N,\N
"SHP0000197","PO432043","SUP650121","Rout Borah Supplies","Tier 2","WH555884","Apex Zone Center","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260302","2026-03-02","20260307","2026-03-07","20260307","2026-03-07","TRK470626529","28","1","0","Delivered","676.19","1","24.149643",\N,\N,\N,\N,\N,\N
"SHP0000225","PO166287","SUP920652","Nayak Dhingra Traders","Tier 3","WH686075","Titan Logistics Center","3","Chennai","Tamil Nadu","2","Blue Dart","Road","20260329","2026-03-29","20260421","2026-04-21","20260421","2026-04-21","TRK645127678","1295","7","0","Delivered","33481.41","1","25.854371",\N,\N,\N,\N,\N,\N
"SHP0000278","PO985506","SUP690341","Handa Kalita Traders","Tier 1","WH997546","Prime Supply Hub","3","Chennai","Tamil Nadu","2","Blue Dart","Road","20260501","2026-05-01","20260504","2026-05-04","20260504","2026-05-04","TRK839393192","2180","9","0","Delivered","48613.05","1","22.299564",\N,\N,\N,\N,\N,\N
"SHP0000286","PO171603","SUP842411","Modi Gala Supplies","Tier 2","WH324082","Supreme Warehouse","3","Chennai","Tamil Nadu","2","Blue Dart","Road","20260124","2026-01-24","20260130","2026-01-30","20260130","2026-01-30","TRK215424112","1523","9","0","Delivered","36787.51","1","24.154636",\N,\N,\N,\N,\N,\N
"SHP0000446","PO858414","SUP871711","Jha Biswas Distributors","Tier 3","WH801474","Rapid Warehouse","3","Chennai","Tamil Nadu","2","Blue Dart","Road","20260718","2026-07-18","20260726","2026-07-26","20260726","2026-07-26","TRK941600554","1542","9","0","Delivered","40846.91","1","26.489565",\N,\N,\N,\N,\N,\N
"SHP0000469","PO240606","SUP486945","Devan Wagle Wholesale","Tier 3","WH356150","Vertex Logistics Center","4","Bengaluru","Karnataka","2","Blue Dart","Road","20250925","2025-09-25","20251017","2025-10-17","20251020","2025-10-20","TRK459722166","365","4","3","Delayed","8032.67","0","22.007315","25.0000","51.000000","93","26.0000","Heavy Rain","High"
"SHP0000513","PO508548","SUP618392","Bhatti Date Wholesale","Tier 1","WH380746","Blue Storage Hub","9","New Delhi","Delhi","2","Blue Dart","Road","20260802","2026-08-02","20260814","2026-08-14","20260814","2026-08-14","TRK179672074","20","1","0","In Transit","474.18","1","23.709000",\N,\N,\N,\N,\N,\N
"SHP0000591","PO822040","SUP330914","Ghosh Mitra Traders","Tier 3","WH910891","Golden Distribution Park","8","Mumbai","Maharashtra","2","Blue Dart","Road","20251109","2025-11-09","20251128","2025-11-28","20251128","2025-11-28","TRK856524312","1410","8","0","Delivered","37141.74","1","26.341660","25.0000","66.000000","2","16.0000","Cloudy","Normal"
"SHP0000684","PO265154","SUP733039","Brar Pal Enterprises","Tier 3","WH785197","Horizon Logistics Park","6","Mangalore","Karnataka","2","Blue Dart","Road","20260329","2026-03-29","20260413","2026-04-13","20260413","2026-04-13","TRK861442766","2250","9","0","Delivered","57866.01","1","25.718227",\N,\N,\N,\N,\N,\N
"SHP0000697","PO782591","SUP976325","Viswanathan Brar Wholesale","Tier 2","WH356150","Vertex Logistics Center","4","Bengaluru","Karnataka","2","Blue Dart","Road","20260801","2026-08-01","20260812","2026-08-12","20260813","2026-08-13","TRK396284956","345","2","1","In Transit","8934.94","0","25.898377",\N,\N,\N,\N,\N,\N
"SHP0000715","PO347088","SUP356150","Bhagat Master Enterprises","Tier 3","WH555884","Apex Zone Center","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260421","2026-04-21","20260507","2026-05-07","20260507","2026-05-07","TRK112691606","18","2","0","Delivered","456.67","1","25.370556",\N,\N,\N,\N,\N,\N
"SHP0000750","PO817659","SUP664607","Baral More Industries","Tier 2","WH816751","Silver Supply Hub","2","Ahmedabad","Gujarat","2","Blue Dart","Road","20260119","2026-01-19","20260220","2026-02-20","20260220","2026-02-20","TRK454601784","30","2","0","Delivered","672.03","1","22.401000",\N,\N,\N,\N,\N,\N
"SHP0000752","PO413305","SUP335615","Shere Morar Traders","Tier 1","WH422451","Elite Operations Hub","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260319","2026-03-19","20260324","2026-03-24","20260324","2026-03-24","TRK924790131","980","5","0","Delivered","25061.94","1","25.573408",\N,\N,\N,\N,\N,\N
"SHP0000788","PO738584","SUP335615","Shere Morar Traders","Tier 1","WH922157","North Inventory Center","1","Noida","Uttar Pradesh","2","Blue Dart","Road","20251110","2025-11-10","20251114","2025-11-14","20251114","2025-11-14","TRK739124632","654","6","0","Delivered","16488.17","1","25.211269","26.0000","64.000000","19","7.0000","Sunny","Normal"
"SHP0000825","PO993590","SUP372793","Guha Nagy Wholesale","Tier 2","WH422451","Elite Operations Hub","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260311","2026-03-11","20260323","2026-03-23","20260323","2026-03-23","TRK290136266","22","1","0","Delivered","585.98","1","26.635455",\N,\N,\N,\N,\N,\N
"SHP0000933","PO105735","SUP765095","Mani Sarna Wholesale","Tier 3","WH582662","Elite Supply Center","4","Bengaluru","Karnataka","2","Blue Dart","Road","20260121","2026-01-21","20260225","2026-02-25","20260225","2026-02-25","TRK813615080","980","6","0","Delivered","23473.37","1","23.952418",\N,\N,\N,\N,\N,\N
"SHP0000980","PO703867","SUP871711","Jha Biswas Distributors","Tier 3","WH997546","Prime Supply Hub","3","Chennai","Tamil Nadu","2","Blue Dart","Road","20260627","2026-06-27","20260705","2026-07-05","20260705","2026-07-05","TRK511194794","1354","8","0","Delivered","32263.05","1","23.827954",\N,\N,\N,\N,\N,\N
"SHP0000990","PO918213","SUP890170","Ramachandran Nayar Distributors","Tier 2","WH555884","Apex Zone Center","8","Mumbai","Maharashtra","2","Blue Dart","Road","20250901","2025-09-01","20250907","2025-09-07","20250907","2025-09-07","TRK123661636","1270","6","0","Delivered","33475.89","1","26.358969","29.0000","97.000000","94","10.0000","Rain","Moderate"
"SHP0000996","PO480805","SUP302511","Banik Biswas Wholesale","Tier 3","WH262316","Summit Logistics Park","8","Mumbai","Maharashtra","2","Blue Dart","Road","20251109","2025-11-09","20251127","2025-11-27","20251127","2025-11-27","TRK439974407","150","2","0","Delivered","3730.89","1","24.872600","25.0000","66.000000","2","16.0000","Cloudy","Normal"
"SHP0001002","PO508783","SUP595631","Talwar Ratta Distributors","Tier 2","WH482364","Prime Storage Hub","11","Ghaziabad","Uttar Pradesh","2","Blue Dart","Road","20251105","2025-11-05","20251130","2025-11-30","20251130","2025-11-30","TRK430800749","530","2","0","Delivered","11725.71","1","22.123981","33.0000","51.000000","20","8.0000","Sunny","Normal"
"SHP0001039","PO822730","SUP427110","Thakkar Wable Supplies","Tier 3","WH930555","Silver Distribution Hub","2","Ahmedabad","Gujarat","2","Blue Dart","Road","20260502","2026-05-02","20260518","2026-05-18","20260518","2026-05-18","TRK294184632","1749","7","0","Delivered","45777.82","1","26.173711",\N,\N,\N,\N,\N,\N
"SHP0001130","PO144476","SUP639593","Keer Bhatia Traders","Tier 2","WH112038","Horizon Supply Hub","2","Ahmedabad","Gujarat","2","Blue Dart","Road","20251122","2025-11-22","20251127","2025-11-27","20251127","2025-11-27","TRK960666308","1227","7","0","Delivered","30942.76","1","25.218223","27.0000","78.000000","15","14.0000","Rain","Moderate"
"SHP0001138","PO194560","SUP472060","Dash Pillai Enterprises","Tier 1","WH429164","Horizon Zone Center","2","Ahmedabad","Gujarat","2","Blue Dart","Road","20260111","2026-01-11","20260125","2026-01-25","20260125","2026-01-25","TRK412139994","660","6","0","Delivered","16065.12","1","24.341091",\N,\N,\N,\N,\N,\N
"SHP0001214","PO100193","SUP801364","Kunda Hora Industries","Tier 3","WH824586","Rapid Logistics Park","11","Ghaziabad","Uttar Pradesh","2","Blue Dart","Road","20260503","2026-05-03","20260524","2026-05-24","20260524","2026-05-24","TRK155703707","955","5","0","Delivered","21977.22","1","23.012796",\N,\N,\N,\N,\N,\N
"SHP0001282","PO581966","SUP842411","Modi Gala Supplies","Tier 2","WH997546","Prime Supply Hub","3","Chennai","Tamil Nadu","2","Blue Dart","Road","20251116","2025-11-16","20251123","2025-11-23","20251123","2025-11-23","TRK292807232","1137","5","0","Delivered","27525.00","1","24.208443","25.0000","86.000000","10","11.0000","Sunny","Normal"
"SHP0001290","PO811016","SUP688508","Lalla Bassi Distributors","Tier 3","WH356150","Vertex Logistics Center","4","Bengaluru","Karnataka","2","Blue Dart","Road","20251005","2025-10-05","20251014","2025-10-14","20251014","2025-10-14","TRK436161542","1502","9","0","Delivered","39395.97","1","26.229008","21.0000","51.000000","14","15.0000","Sunny","Normal"
"SHP0001308","PO347085","SUP880879","Kumer Jani Wholesale","Tier 3","WH482364","Prime Storage Hub","11","Ghaziabad","Uttar Pradesh","2","Blue Dart","Road","20251105","2025-11-05","20251211","2025-12-11","20251211","2025-12-11","TRK522572507","1237","7","0","Delivered","31535.12","1","25.493226","33.0000","51.000000","20","8.0000","Sunny","Normal"
"SHP0001492","PO834649","SUP639593","Keer Bhatia Traders","Tier 2","WH526117","Supreme Warehouse","12","Nagpur","Maharashtra","2","Blue Dart","Road","20260220","2026-02-20","20260225","2026-02-25","20260225","2026-02-25","TRK433032005","686","4","0","Delivered","15650.81","1","22.814592",\N,\N,\N,\N,\N,\N
"SHP0001569","PO824211","SUP881177","Borra Savant Supplies","Tier 2","WH262316","Summit Logistics Park","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260726","2026-07-26","20260807","2026-08-07","20260807","2026-08-07","TRK194081451","1190","6","0","In Transit","30975.34","1","26.029697",\N,\N,\N,\N,\N,\N
"SHP0001623","PO455446","SUP260263","Borra Dixit Enterprises","Tier 2","WH829716","Prime Distribution Park","3","Chennai","Tamil Nadu","2","Blue Dart","Road","20260501","2026-05-01","20260508","2026-05-08","20260508","2026-05-08","TRK819942770","721","5","0","Delivered","16641.17","1","23.080680",\N,\N,\N,\N,\N,\N
"SHP0001659","PO967949","SUP765095","Mani Sarna Wholesale","Tier 3","WH380746","Blue Storage Hub","9","New Delhi","Delhi","2","Blue Dart","Road","20251112","2025-11-12","20251216","2025-12-16","20251216","2025-12-16","TRK608070753","1410","6","0","Delivered","37597.19","1","26.664674","27.0000","82.000000","4","14.0000","Sunny","Normal"
"SHP0001660","PO347978","SUP770487","Choudhury Bakshi Traders","Tier 2","WH379766","National Distribution Hub","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260201","2026-02-01","20260213","2026-02-13","20260213","2026-02-13","TRK380526766","1410","9","0","Delivered","37507.37","1","26.600972",\N,\N,\N,\N,\N,\N
"SHP0001740","PO632959","SUP668532","Bal Muni Traders","Tier 3","WH824586","Rapid Logistics Park","11","Ghaziabad","Uttar Pradesh","2","Blue Dart","Road","20260413","2026-04-13","20260426","2026-04-26","20260426","2026-04-26","TRK183192595","1023","6","0","Delivered","25098.99","1","24.534692",\N,\N,\N,\N,\N,\N
"SHP0001877","PO875112","SUP725084","Gupta Dutta Supplies","Tier 3","WH656116","Silver Storage Hub","11","Ghaziabad","Uttar Pradesh","2","Blue Dart","Road","20251223","2025-12-23","20260109","2026-01-09","20260109","2026-01-09","TRK464628392","582","2","0","Delivered","13921.63","1","23.920326","20.0000","76.000000","0","12.0000","Sunny","Normal"
"SHP0001974","PO476687","SUP757711","Din Sarkar Distributors","Tier 1","WH997546","Prime Supply Hub","3","Chennai","Tamil Nadu","2","Blue Dart","Road","20251130","2025-11-30","20251205","2025-12-05","20251205","2025-12-05","TRK943854460","2180","7","0","Delivered","55581.84","1","25.496257","32.0000","73.000000","22","6.0000","Sunny","Normal"
"SHP0001996","PO114325","SUP437408","Saha Rege Distributors","Tier 2","WH690341","Velocity Distribution Park","13","Coimbatore","Tamil Nadu","2","Blue Dart","Road","20250925","2025-09-25","20251008","2025-10-08","20251011","2025-10-11","TRK107790637","1036","4","3","Delayed","24760.55","0","23.900145","28.0000","67.000000","109","29.0000","Heavy Rain","High"
"SHP0002037","PO977116","SUP259784","Gole Kala Distributors","Tier 2","WH519066","Golden Logistics Park","8","Mumbai","Maharashtra","2","Blue Dart","Road","20251206","2025-12-06","20251211","2025-12-11","20251211","2025-12-11","TRK509634343","1230","8","0","Delivered","32213.56","1","26.189886","24.0000","74.000000","4","9.0000","Sunny","Normal"
"SHP0002051","PO534052","SUP449499","Thaman Sidhu Enterprises","Tier 1","WH781453","Unity Supply Center","1","Noida","Uttar Pradesh","2","Blue Dart","Road","20250910","2025-09-10","20250915","2025-09-15","20250915","2025-09-15","TRK448442536","1004","5","0","Delivered","24388.19","1","24.291026","27.0000","64.000000","58","20.0000","Rain","Moderate"
"SHP0002164","PO897925","SUP356150","Bhagat Master Enterprises","Tier 3","WH482364","Prime Storage Hub","11","Ghaziabad","Uttar Pradesh","2","Blue Dart","Road","20250824","2025-08-24","20250911","2025-09-11","20250911","2025-09-11","TRK890814637","1471","6","0","Delivered","38297.38","1","26.034929","35.0000","87.000000","37","10.0000","Cloudy","Normal"
"SHP0002209","PO481308","SUP449499","Thaman Sidhu Enterprises","Tier 1","WH770487","Supreme Zone Center","9","New Delhi","Delhi","2","Blue Dart","Road","20260522","2026-05-22","20260527","2026-05-27","20260527","2026-05-27","TRK661331376","930","4","0","Delivered","21219.73","1","22.816914",\N,\N,\N,\N,\N,\N
"SHP0002223","PO825283","SUP976325","Viswanathan Brar Wholesale","Tier 2","WH910891","Golden Distribution Park","8","Mumbai","Maharashtra","2","Blue Dart","Road","20250901","2025-09-01","20250914","2025-09-14","20250914","2025-09-14","TRK897589822","1330","6","0","Delivered","35465.01","1","26.665421","29.0000","97.000000","94","10.0000","Rain","Moderate"
"SHP0002237","PO121734","SUP877236","Bail Luthra Wholesale","Tier 1","WH112038","Horizon Supply Hub","2","Ahmedabad","Gujarat","2","Blue Dart","Road","20260316","2026-03-16","20260322","2026-03-22","20260322","2026-03-22","TRK634104348","433","4","0","Delivered","10462.34","1","24.162448",\N,\N,\N,\N,\N,\N
"SHP0002320","PO975564","SUP497887","Sarma Varughese Enterprises","Tier 3","WH526117","Supreme Warehouse","12","Nagpur","Maharashtra","2","Blue Dart","Road","20260708","2026-07-08","20260724","2026-07-24","20260724","2026-07-24","TRK585595234","1261","7","0","Delivered","32237.90","1","25.565345",\N,\N,\N,\N,\N,\N
"SHP0002346","PO501172","SUP437408","Saha Rege Distributors","Tier 2","WH329974","Pioneer Distribution Park","13","Coimbatore","Tamil Nadu","2","Blue Dart","Road","20260414","2026-04-14","20260427","2026-04-27","20260427","2026-04-27","TRK256700837","696","4","0","Delivered","17902.30","1","25.721695",\N,\N,\N,\N,\N,\N
"SHP0002359","PO377366","SUP179046","Salvi Ramachandran Wholesale","Tier 3","WH212235","Pioneer Zone Center","1","Noida","Uttar Pradesh","2","Blue Dart","Road","20260720","2026-07-20","20260807","2026-08-07","20260807","2026-08-07","TRK565867976","1365","7","0","In Transit","33329.18","1","24.416982",\N,\N,\N,\N,\N,\N
"SHP0002370","PO489398","SUP613425","Nagi Khalsa Distributors","Tier 3","WH233470","Urban Inventory Center","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260217","2026-02-17","20260226","2026-02-26","20260226","2026-02-26","TRK102241181","715","6","0","Delivered","17414.57","1","24.356042",\N,\N,\N,\N,\N,\N
"SHP0002383","PO566624","SUP989545","Pradhan De Traders","Tier 2","WH329974","Pioneer Distribution Park","13","Coimbatore","Tamil Nadu","2","Blue Dart","Road","20251012","2025-10-12","20251027","2025-10-27","20251027","2025-10-27","TRK133693489","365","2","0","Delivered","9565.05","1","26.205616","24.0000","91.000000","3","11.0000","Sunny","Normal"
"SHP0002403","PO250152","SUP449499","Thaman Sidhu Enterprises","Tier 1","WH555884","Apex Zone Center","8","Mumbai","Maharashtra","2","Blue Dart","Road","20250826","2025-08-26","20250830","2025-08-30","20250901","2025-09-01","TRK267040531","530","3","2","Delayed","13974.04","0","26.366113","32.0000","98.000000","144","58.0000","Storm","Severe"
"SHP0002415","PO867173","SUP260263","Borra Dixit Enterprises","Tier 2","WH771088","Elite Supply Hub","2","Ahmedabad","Gujarat","2","Blue Dart","Road","20251110","2025-11-10","20251117","2025-11-17","20251117","2025-11-17","TRK243966889","1151","5","0","Delivered","30173.59","1","26.215109","25.0000","50.000000","8","9.0000","Sunny","Normal"
"SHP0002484","PO721427","SUP472060","Dash Pillai Enterprises","Tier 1","WH422451","Elite Operations Hub","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260227","2026-02-27","20260313","2026-03-13","20260313","2026-03-13","TRK553250483","150","2","0","Delivered","3840.69","1","25.604600",\N,\N,\N,\N,\N,\N
"SHP0002519","PO121084","SUP946305","Swamy Borah Industries","Tier 2","WH820221","Supreme Supply Hub","1","Noida","Uttar Pradesh","2","Blue Dart","Road","20251105","2025-11-05","20251201","2025-12-01","20251201","2025-12-01","TRK777395366","398","2","0","Delivered","10106.78","1","25.393920","33.0000","47.000000","10","7.0000","Rain","Moderate"
"SHP0002546","PO280426","SUP842411","Modi Gala Supplies","Tier 2","WH555884","Apex Zone Center","8","Mumbai","Maharashtra","2","Blue Dart","Road","20250928","2025-09-28","20251005","2025-10-05","20251007","2025-10-07","TRK867352565","1489","8","2","Delayed","40168.48","0","26.976817","26.0000","83.000000","160","34.0000","Heavy Rain","High"
"SHP0002598","PO514973","SUP133659","Narayanan Bobal Enterprises","Tier 3","WH958179","Elite Supply Hub","14","Kanpur","Uttar Pradesh","2","Blue Dart","Road","20260415","2026-04-15","20260502","2026-05-02","20260502","2026-05-02","TRK698639425","584","3","0","Delivered","14572.65","1","24.953168",\N,\N,\N,\N,\N,\N
"SHP0002624","PO561421","SUP307428","Rai Divan Wholesale","Tier 3","WH832052","Central Warehouse","4","Bengaluru","Karnataka","2","Blue Dart","Road","20260306","2026-03-06","20260317","2026-03-17","20260317","2026-03-17","TRK825233908","2150","8","0","Delivered","56909.07","1","26.469335",\N,\N,\N,\N,\N,\N
"SHP0002699","PO456316","SUP904150","Gandhi Sarma Enterprises","Tier 1","WH526833","Horizon Supply Hub","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260319","2026-03-19","20260413","2026-04-13","20260413","2026-04-13","TRK467638808","566","4","0","Delivered","13356.00","1","23.597173",\N,\N,\N,\N,\N,\N
"SHP0002705","PO290407","SUP877236","Bail Luthra Wholesale","Tier 1","WH274389","Metro Supply Center","4","Bengaluru","Karnataka","2","Blue Dart","Road","20251219","2025-12-19","20251226","2025-12-26","20251226","2025-12-26","TRK956050388","365","2","0","Delivered","9460.07","1","25.918000","20.0000","74.000000","0","20.0000","Sunny","Normal"
"SHP0002798","PO194825","SUP946305","Swamy Borah Industries","Tier 2","WH820221","Supreme Supply Hub","1","Noida","Uttar Pradesh","2","Blue Dart","Road","20260501","2026-05-01","20260527","2026-05-27","20260527","2026-05-27","TRK821285130","1054","4","0","Delivered","26125.98","1","24.787457",\N,\N,\N,\N,\N,\N
"SHP0002806","PO986056","SUP321275","Seshadri Mammen Enterprises","Tier 2","WH274389","Metro Supply Center","4","Bengaluru","Karnataka","2","Blue Dart","Road","20251221","2025-12-21","20251226","2025-12-26","20251226","2025-12-26","TRK751482677","325","4","0","Delivered","8424.06","1","25.920185","17.0000","54.000000","0","12.0000","Fog","Moderate"
"SHP0002839","PO491272","SUP899213","Iyer Dewan Industries","Tier 3","WH770487","Supreme Zone Center","9","New Delhi","Delhi","2","Blue Dart","Road","20260314","2026-03-14","20260331","2026-03-31","20260331","2026-03-31","TRK494368460","20","1","0","Delivered","517.30","1","25.865000",\N,\N,\N,\N,\N,\N
"SHP0002851","PO957300","SUP156213","Varma Cherian Distributors","Tier 2","WH519066","Golden Logistics Park","8","Mumbai","Maharashtra","2","Blue Dart","Road","20250929","2025-09-29","20251010","2025-10-10","20251014","2025-10-14","TRK753427376","1409","7","4","Delayed","36019.47","0","25.563854","32.0000","70.000000","22","39.0000","Storm","Severe"
"SHP0002883","PO557125","SUP523389","Mallick Seshadri Traders","Tier 1","WH373903","Central Logistics Park","8","Mumbai","Maharashtra","2","Blue Dart","Road","20260704","2026-07-04","20260718","2026-07-18","20260718","2026-07-18","TRK737874179","1330","7","0","Delivered","29486.20","1","22.170075",\N,\N,\N,\N,\N,\N
"SHP0002973","PO246205","SUP705397","Raj Sidhu Distributors","Tier 2","WH658582","Pioneer Supply Hub","1","Noida","Uttar Pradesh","2","Blue Dart","Road","20250923","2025-09-23","20251020","2025-10-20","20251022","2025-10-22","TRK586195859","916","4","2","Delayed","22746.90","0","24.832860","35.0000","45.000000","45","31.0000","Heavy Rain","High"
"SHP0003093","PO447514","SUP240814","Bhasin Chaudhary Enterprises","Tier 1","WH112038","Horizon Supply Hub","2","Ahmedabad","Gujarat","2","Blue Dart","Road","20260709","2026-07-09","20260713","2026-07-13","20260713","2026-07-13","TRK487316452","930","5","0","Delivered","24445.77","1","26.285774",\N,\N,\N,\N,\N,\N
"SHP0003270","PO956410","SUP302511","Banik Biswas Wholesale","Tier 3","WH656116","Silver Storage Hub","11","Ghaziabad","Uttar Pradesh","2","Blue Dart","Road","20260501","2026-05-01","20260518","2026-05-18","20260518","2026-05-18","TRK802601350","1244","6","0","Delivered","30176.15","1","24.257355",\N,\N,\N,\N,\N,\N
"SHP0003277","PO860973","SUP801364","Kunda Hora Industries","Tier 3","WH820221","Supreme Supply Hub","1","Noida","Uttar Pradesh","2","Blue Dart","Road","20260204","2026-02-04","20260226","2026-02-26","20260226","2026-02-26","TRK254694774","569","2","0","Delivered","13491.90","1","23.711599",\N,\N,\N,\N,\N,\N
"SHP0003297","PO308785","SUP486945","Devan Wagle Wholesale","Tier 3","WH377746","Supreme Distribution Park","9","New Delhi","Delhi","2","Blue Dart","Road","20260228","2026-02-28","20260323","2026-03-23","20260323","2026-03-23","TRK654220401","2420","6","0","Delivered","59545.22","1","24.605463",\N,\N,\N,\N,\N,\N
"SHP0003302","PO924334","SUP300337","Chauhan Buch Traders","Tier 3","WH237174","Central Warehouse","2","Ahmedabad","Gujarat","2","Blue Dart","Road","20260601","2026-06-01","20260613","2026-06-13","20260613","2026-06-13","TRK687995164","1409","8","0","Delivered","33993.94","1","24.126288",\N,\N,\N,\N,\N,\N
